0,1,2,
80.9731,123.073,42.1696,
70.306,129.154,42.2375,
59.1895,134.315,44.8246,
47.7028,138.523,42.0376,
-0.299491,145.42,41.9669,
-12.3931,144.618,42.3314,
-119.866,76.4279,42.9145,
-125.577,66.0471,43.747,
-130.394,55.2469,42.5913,
-134.286,44.1042,42.9517,
-137.373,-25.4555,43.3883,
-126.047,-58.3434,43.0161,
-99.1998,-95.6557,43.1529,
-81.612,-110.365,43.0682,
-71.9884,-116.55,43.1897,
-40.6352,-129.969,42.7994,
-29.6042,-132.637,42.4029,
-18.4116,-134.373,43.3061,
-7.13591,-135.168,42.2695,
15.35,-133.935,42.3271,
26.4039,-131.923,41.7417,
37.2297,-129.002,44.6299,
47.7529,-125.197,42.5034,
57.9015,-120.536,42.2177,
67.6064,-115.057,42.4772,
76.8019,-108.801,43.7193,
85.4261,-101.814,42.4595,
107.317,-77.0073,42.4712,
113.127,-67.6569,42.1286,
122.285,-47.7309,42.4411,
129.485,-15.8574,41.9153,
129.775,5.84314,42.2027,
128.567,16.6021,42.2031,
126.47,27.2005,41.2985,
123.502,37.5653,42.6625,
119.689,47.6252,41.8643,
115.06,57.3117,41.3178,
109.651,66.5588,41.3378,
103.503,75.3041,41.7275,
89.1771,91.0583,41.6299,
81.1051,97.9626,41.9994,
72.504,104.157,42.1277,
63.4358,109.6,41.4696,
53.9657,114.258,42.2694,
44.1613,118.102,41.9149,
34.0923,121.109,41.8953,
13.4465,124.546,40.7977,
3.01469,124.961,41.8646,
-17.703,123.186,41.154,
-27.8453,121.016,41.0497,
-65.3679,104.294,41.3662,
-73.6676,98.2659,41.908,
-81.4184,91.5814,42.236,
-88.569,84.29,41.3174,
-105.971,59.3273,42.5565,
-110.298,50.1772,42.1117,
-116.571,31.0216,41.89,
-118.482,21.1518,43.2817,
-119.803,1.17516,43.2804,
-117.795,-18.6527,43.0775,
-108.752,-46.9217,43.6186,
-104.223,-55.692,42.7949,
-93.0937,-71.8939,42.608,
-86.5774,-79.2169,42.4587,
-63.8108,-97.5057,42.44,
-55.3336,-102.243,42.3022,
-37.4077,-109.496,42.5022,
-28.0868,-111.967,43.4962,
0.516107,-114.615,42.6558,
19.4509,-112.398,41.6751,
28.6805,-110.122,42.0156,
37.6664,-107.091,41.7064,
46.3473,-103.33,42.295,
54.6643,-98.8691,42.8472,
69.9848,-87.9892,45.1541,
83.2191,-74.7784,42.6048,
102.113,-42.9705,41.1085,
107.299,-25.2892,41.8699,
109.398,2.05853,41.2386,
108.574,11.1396,41.4033,
104.688,28.8713,40.4922,
101.661,37.4,40.7485,
97.9429,45.6257,40.6767,
93.5625,53.4927,40.2592,
88.554,60.948,45.6284,
76.8086,74.4276,41.4447,
63.0564,85.7092,41.0444,
47.6993,94.5023,40.7122,
39.5559,97.8944,40.3611,
31.1797,100.588,40.9948,
22.6302,102.569,41.8708,
5.25359,104.356,42.159,
-3.45161,104.157,41.7045,
-20.5933,101.6,41.2958,
-52.1786,88.3066,41.1553,
-65.7666,77.9953,41.008,
-71.8437,72.0496,40.9361,
-93.5957,36.2696,41.41,
-96.0295,28.2667,41.8169,
-97.8882,-12.8837,41.3132,
-96.2062,-20.9376,41.7419,
-93.8646,-28.8012,41.4631,
-83.1045,-50.7232,42.4809,
-78.3673,-57.31,43.1846,
-73.1119,-63.4612,42.6714,
-40.5493,-86.3986,42.8321,
-25.4897,-91.4046,42.9436,
-17.7328,-92.9412,42.0809,
-9.89759,-93.8227,41.7327,
21.1311,-90.8198,42.0412,
28.5413,-88.4818,42.8958,
35.7095,-85.5424,42.198,
42.5871,-82.0257,42.1536,
61.0273,-68.3081,41.6376,
66.3078,-62.7963,41.5262,
79.0753,-44.0164,40.5539,
82.218,-37.1609,40.8854,
84.7699,-30.0885,41.1529,
86.7168,-22.8501,40.8157,
88.0489,-15.4969,41.1162,
88.3222,6.7309,40.8313,
83.1228,28.1323,41.0873,
76.8123,41.2866,40.2349,
63.5867,58.4669,40.3325,
52.6564,67.7815,41.0939,
46.6751,71.7034,41.2791,
33.8992,77.9554,40.6687,
27.1971,80.2489,41.0072,
-7.5231,83.0181,40.0634,
-21.0664,80.0841,40.6113,
-27.5747,77.791,40.1843,
-33.8481,74.9721,39.9982,
-39.8442,71.6506,41.4002,
-45.5231,67.8529,42.0524,
-55.782,58.9507,41.2153,
-60.2954,53.9141,42.0827,
-64.3588,48.5366,41.3936,
-71.0381,36.9202,40.885,
-77.1656,17.9882,41.9743,
-78.1241,11.4556,40.9186,
-77.7067,-8.16456,41.4806,
-74.7417,-20.8092,41.4968,
-69.7496,-32.6998,41.4467,
-66.5436,-38.2612,42.1189,
-49.6187,-57.116,42.7313,
-39.1569,-64.094,42.1956,
-27.7635,-69.1963,42.1932,
-21.8199,-71.0062,42.6097,
-15.7685,-72.3086,42.8023,
-9.65213,-73.0983,42.917,
-3.51412,-73.3736,42.1232,
2.60254,-73.1362,41.6958,
8.65525,-72.3917,42.2781,
14.6022,-71.1491,41.7677,
20.4027,-69.4208,42.4052,
31.408,-64.5732,42.0049,
36.539,-61.4947,41.6731,
41.3765,-58.012,42.0175,
50.0468,-49.9456,41.5572,
53.8244,-45.424,40.7881,
57.1979,-40.6214,41.2822,
60.147,-35.5737,41.1005,
66.2908,-19.3371,40.9203,
68.0348,-7.99466,40.835,
68.1892,-2.28828,42.2362,
67.8677,3.38815,40.7253,
65.8246,14.4942,41.4281,
64.1248,19.8475,41.187,
61.9925,25.0189,41.3517,
59.4462,29.9738,41.6689,
56.507,34.6791,41.1288,
53.1988,39.1041,41.4876,
49.5476,43.2201,41.2074,
45.582,47.0009,40.9611,
41.3323,50.4227,39.5976,
32.1104,56.1088,41.1698,
27.2068,58.3398,41.5215,
22.1555,60.1456,41.7838,
16.9931,61.5171,40.8781,
11.7569,62.4484,40.9472,
1.21153,62.9828,40.9806,
-4.02337,62.5898,41.1425,
-9.18446,61.7643,41.4583,
-14.2362,60.516,41.474,
-19.1443,58.8572,40.7055,
-23.8755,56.8032,41.3321,
-28.3983,54.3718,41.1927,
-32.6829,51.5835,41.411,
-36.7013,48.461,42.0061,
-40.4278,45.0291,41.4242,
-43.8389,41.3146,41.5966,
-46.9136,37.3462,42.0454,
-49.6333,33.1539,41.9602,
-51.9823,28.7692,43.1724,
-53.9474,24.2246,41.5309,
-55.5185,19.5533,42.4695,
-57.8079,5.12058,42.2976,
-57.7579,0.284277,42.2667,
-57.306,-4.50806,43.4903,
-55.2266,-13.8289,42.2537,
-51.6578,-22.5881,41.2831,
-49.3533,-26.683,42.2477,
-46.7274,-30.552,41.9022,
-43.8017,-34.1699,42.3245,
-37.146,-40.5633,42.2589,
-33.4681,-43.2995,41.6997,
-25.552,-47.7703,42.0387,
-12.727,-51.8072,42.9138,
-3.90528,-52.6514,41.181,
4.8422,-52.0196,41.6157,
9.1118,-51.1637,42.1455,
13.2728,-49.9599,42.0833,
21.1576,-46.5596,41.6415,
24.8292,-44.3938,41.9194,
28.288,-41.9418,41.8978,
31.5118,-39.2236,41.1608,
34.4807,-36.2615,41.9482,
37.1764,-33.0787,41.5096,
39.5829,-29.7002,41.798,
41.6865,-26.1519,41.7037,
43.4756,-22.4606,41.6798,
44.9413,-18.6539,41.8198,
46.0767,-14.7599,42.2401,
47.3421,-6.82378,42.1302,
47.4706,-2.83857,42.3036,
47.2663,1.12049,42.0598,
46.7342,5.0258,41.9181,
44.7193,12.5683,41.746,
43.258,16.1546,41.5914,
41.5118,19.5853,40.8768,
39.4965,22.8383,41.4032,
37.2295,25.8925,41.5269,
34.7298,28.729,40.6998,
32.0178,31.3301,41.6883,
29.1153,33.6804,41.4776,
26.045,35.7664,41.3351,
22.8307,37.5765,41.2051,
19.4969,39.1013,42.0498,
16.0686,40.3336,41.3841,
12.5713,41.2684,41.9247,
9.03059,41.9026,41.6231,
5.47197,42.2357,43.4268,
1.92091,42.2691,41.7029,
-1.59757,42.0064,42.1082,
-5.05897,41.4532,42.1477,
-11.7163,39.5081,41.2487,
-14.8676,38.1372,41.5307,
-17.8725,36.5178,41.3082,
-20.7118,34.6645,41.6036,
-23.3675,32.5937,41.4061,
-25.8233,30.323,42.1466,
-28.0645,27.8712,42.2651,
-30.078,25.2581,41.2886,
-31.8527,22.5046,42.3926,
-33.3792,19.6321,41.436,
-35.6604,13.6188,42.5075,
-36.406,10.5232,42.6398,
-37.0996,4.26764,42.0587,
-37.0503,1.1527,42.1376,
-36.7418,-1.92427,41.8883,
-36.1801,-4.94191,41.9699,
-35.373,-7.87958,42.5405,
-34.3298,-10.7175,42.5128,
-33.0615,-13.437,42.6903,
-31.5806,-16.0204,42.9664,
-28.0372,-20.7147,41.4409,
-26.0059,-22.797,42.1277,
-23.8241,-24.6861,41.8479,
-21.5096,-26.3715,41.9578,
-13.9596,-30.1256,42.3551,
-11.3058,-30.9248,41.892,
-8.61668,-31.493,42.4106,
-5.91198,-31.83,42.2633,
-3.2114,-31.9371,42.4437,
2.10056,-31.4759,41.4273,
4.67485,-30.9183,42.2698,
7.17112,-30.1526,42.4414,
9.57272,-29.1877,42.1866,
11.864,-28.0342,42.3176,
14.0304,-26.7035,41.7732,
16.0584,-25.2086,41.8591,
17.9359,-23.563,41.9535,
21.1973,-19.8791,42.4133,
22.5636,-17.8721,42.3573,
23.7443,-15.7769,42.4909,
25.5303,-11.3893,41.0608,
26.5324,-6.85286,41.6033,
26.7389,-4.57153,41.9607,
26.7517,-2.30378,41.9859,
26.5744,-0.0658612,42.6263,
26.2121,2.12648,41.6629,
25.6713,4.25814,42.0001,
24.9594,6.31476,41.8021,
24.0851,8.28283,42.6259,
23.0583,10.1498,42.4182,
21.8897,11.9039,42.206,
20.5908,13.5349,41.8096,
19.1739,15.0332,42.2528,
17.6521,16.3907,42.8364,
16.0388,17.6004,41.2099,
14.3479,18.6567,42.0155,
10.7907,20.2927,42.5727,
8.95328,20.8674,42.2753,
7.09587,21.2789,42.4591,
5.23277,21.5277,42.0061,
3.37801,21.6159,42.6289,
-0.252349,21.3242,42.1432,
-2.00214,20.954,42.0462,
-3.69217,20.4424,42.3095,
-5.31121,19.7968,42.7206,
-6.84882,19.0254,42.0411,
-9.64255,17.1421,42.4187,
-10.8824,16.0503,42.1281,
-12.0085,14.8727,42.0267,
-13.0152,13.6205,42.2581,
-13.898,12.3055,42.356,
-14.6537,10.9392,42.2884,
-15.2799,9.53384,43.0349,
-15.7754,8.10119,42.7332,
-16.1402,6.65315,43.6813,
-16.3751,5.2014,43.4272,
-16.4822,3.75736,42.8468,
-16.4644,2.33208,42.455,
-16.3256,0.93618,42.4868,
-16.0706,-0.420261,42.7239,
-15.705,-1.72774,42.2528,
-15.2352,-2.97743,42.3845,
-14.6683,-4.16121,42.5943,
-13.2742,-6.3025,42.595,
-12.464,-7.24781,42.7602,
-11.5902,-8.1029,42.5519,
-10.6622,-8.86387,42.5386,
-9.68945,-9.52778,42.5802,
-7.64826,-10.5571,42.7388,
-6.59902,-10.9212,42.5056,
-5.5433,-11.1855,42.6558,
-4.49028,-11.3516,42.6739,
-3.44886,-11.4217,42.6951,
-2.42753,-11.3991,42.9207,
-1.43436,-11.2876,42.0781,
-0.476907,-11.0918,44.7515,
0.437852,-10.8168,42.5202,
1.30355,-10.4685,42.4818,
2.11447,-10.053,42.9327,
2.86561,-9.57709,42.8053,
3.5527,-9.04775,42.5016,
4.1722,-8.47231,43.3019,
4.72136,-7.85829,42.9772,
5.1982,-7.21332,42.6766,
5.60151,-6.5451,42.7735,
5.93087,-5.8613,43.0168,
6.18659,-5.16949,43.0368,
6.36975,-4.47707,43.1383,
6.48211,-3.79118,43.0421,
6.52613,-3.11868,42.9241,
6.5049,-2.46604,43.0074,
6.42208,-1.83932,43.3123,
6.28192,-1.24408,42.7582,
6.0891,-0.68537,42.8536,
5.84878,-0.167662,42.5293,
5.56646,0.305171,42.7656,
5.24793,0.729891,42.8891,
4.89925,1.10391,43.1155,
4.52661,1.42532,43.0865,
4.13631,1.69288,43.0412,
3.73469,1.90604,43.6814,
3.32803,2.06491,44.0142,
2.9225,2.17028,43.6858,
2.52411,2.22358,43.3711,
2.1386,2.22684,43.1419,
1.77144,2.18271,42.9095,
1.42772,2.09437,42.8746,
1.11213,1.96552,43.0072,
0.82889,1.80032,42.9044,
0.581724,1.60332,42.9292,
0.37381,1.37946,42.9608,
0.207753,1.13397,42.6944,
0.0855583,0.872277,43.1843,
0.00860892,0.600025,42.1709,
-0.0223442,0.322939,43.0057,
-0.00719086,0.046785,42.5122,
0.0535388,-0.222697,42.5753,
0.158681,-0.479863,42.7771,
0.306451,-0.719229,42.7754,
0.494464,-0.935538,43.0477,
0.71976,-1.12382,42.5998,
0.978838,-1.27943,43.0068,
1.26769,-1.39816,42.7725,
1.58184,-1.47623,42.5736,
1.91642,-1.51035,42.3784,
2.26618,-1.49779,42.8493,
2.62557,-1.43639,42.7062,
2.98881,-1.32458,42.7427,
3.34991,-1.16145,42.2974,
3.70281,-0.946725,42.9082,
4.04135,-0.680787,42.9205,
4.35944,-0.364693,42.6661,
4.65104,-0.000162352,42.4677,
5.13154,0.864066,42.6515,
5.30945,1.35711,42.6335,
5.43902,1.88534,42.5733,
5.51568,2.44398,42.7753,
5.5353,3.02773,42.4569,
5.49432,3.63082,42.3374,
5.38973,4.24709,42.9393,
5.21913,4.86999,42.7188,
4.98081,5.49268,42.6072,
4.67372,6.10811,42.6,
4.29755,6.70905,43.4388,
3.85269,7.28815,42.3645,
3.34032,7.83808,42.279,
2.76234,8.35155,42.5138,
2.12141,8.82139,42.4183,
1.42095,9.24063,42.7564,
0.665079,9.6026,42.9246,
-0.141363,9.90095,42.5664,
-0.992876,10.1298,42.6462,
-1.88332,10.2836,42.2053,
-2.80596,10.3577,42.005,
-3.75355,10.3476,42.042,
-4.71831,10.2499,41.6593,
-5.6921,10.0616,42.1794,
-6.66637,9.7806,42.0511,
-7.63233,9.40566,42.002,
-8.58096,8.93627,42.7543,
-9.50312,8.37282,42.2335,
-10.3896,7.71657,42.6043,
-11.2313,6.96968,43.1343,
-12.0192,6.13517,42.6158,
-12.7443,5.21696,42.2437,
-13.3983,4.21984,42.5758,
-14.4605,2.01221,42.4128,
-14.8538,0.815371,42.6734,
-15.1462,-0.433126,43.0542,
-15.4061,-3.04993,42.5293,
-15.364,-4.39917,42.2699,
-15.2024,-5.76209,42.6798,
-14.9187,-7.12799,44.7338,
-14.5113,-8.48585,42.1435,
-13.9798,-9.82444,42.3676,
-13.3246,-11.1324,41.2994,
-12.5471,-12.3982,42.0577,
-11.65,-13.6105,42.7466,
-10.6369,-14.7581,41.8855,
-9.51238,-15.83,42.2201,
-8.28227,-16.8155,42.2536,
-6.95323,-17.7043,43.0331,
-5.53297,-18.4869,42.4595,
-4.0301,-19.154,42.9226,
-2.45414,-19.6974,44.2221,
0.874992,-20.3835,42.5665,
2.60531,-20.5138,42.5547,
6.13575,-20.3252,42.3577,
7.90971,-20.0001,42.3952,
9.67147,-19.519,42.2619,
11.4072,-18.8816,41.9761,
13.103,-18.0891,41.7882,
14.7449,-17.1438,41.8679,
16.3192,-16.0492,41.964,
17.8123,-14.8101,42.2951,
19.2108,-13.4326,42.1699,
20.5022,-11.9239,43.9041,
22.7149,-8.54791,41.9646,
23.6139,-6.70077,41.9649,
24.3613,-4.76272,42.4956,
24.948,-2.74635,42.3181,
25.3662,-0.665124,42.2754,
25.6092,1.46675,42.0548,
25.6714,3.63439,42.1082,
25.5486,5.82232,42.3409,
25.2378,8.01464,42.3267,
24.0477,12.3472,41.6893,
23.1695,14.4543,42.2366,
22.1058,16.5,41.756,
19.4402,20.3415,43.3055,
17.851,22.1056,42.2544,
16.1019,23.7449,42.2591,
14.2026,25.2448,42.4652,
12.1645,26.5916,42.3066,
9.99987,27.7727,42.1523,
7.72238,28.7761,41.4995,
5.34671,29.5913,42.2954,
0.364499,30.6206,42.176,
-2.20812,30.82,41.3715,
-4.81129,30.8016,41.9303,
-7.42647,30.5619,41.7555,
-12.6168,29.4117,42.1325,
-15.1534,28.5019,41.3543,
-17.6253,27.3722,41.6846,
-20.0132,26.0272,42.0035,
-22.2985,24.4731,41.9868,
-24.4626,22.7177,42.5667,
-26.4879,20.7706,42.2556,
-28.3573,18.6428,42.1045,
-30.0547,16.3469,41.7885,
-31.5651,13.8969,42.2157,
-32.8744,11.308,41.2093,
-33.9701,8.59701,42.9195,
-34.8407,5.78158,42.6062,
-35.4765,2.88054,42.2988,
-36.0123,-3.09874,42.3344,
-35.901,-6.13538,42.8019,
-35.5322,-9.1747,43.0083,
-34.9047,-12.1947,42.4874,
-34.0193,-15.1734,42.1225,
-32.8784,-18.0885,41.4065,
-31.4867,-20.9181,41.4207,
-29.8505,-23.6406,42.0047,
-27.9781,-26.2346,43.8096,
-25.8796,-28.6797,42.3652,
-23.5669,-30.9561,42.207,
-21.0537,-33.0451,41.1593,
-18.3552,-34.9289,41.9762,
-12.4714,-38.0168,41.8052,
-9.32393,-39.1924,42.6135,
-6.06689,-40.106,41.9178,
-2.72216,-40.7474,42.4499,
0.687409,-41.1085,42.0439,
4.13818,-41.1829,42.0191,
7.60594,-40.9662,41.9601,
14.4935,-39.6525,42.1953,
17.8633,-38.5572,41.5741,
24.3308,-35.5103,41.517,
27.3797,-33.5732,41.5415,
32.9903,-28.9235,41.533,
35.5077,-26.2379,41.5475,
37.8054,-23.3327,41.0175,
39.8643,-20.2261,41.6966,
43.1966,-13.489,41.3016,
44.4397,-9.90251,41.6163,
46.0182,-2.41332,44.495,
46.3351,1.43833,41.9965,
46.3281,5.32594,41.3102,
45.9937,9.22218,41.625,
45.3303,13.0993,41.6514,
44.3388,16.9296,41.1087,
43.0225,20.685,41.2617,
41.387,24.3379,40.5533,
39.4403,27.8612,41.2556,
37.1927,31.2283,41.1366,
31.8475,37.3916,40.5805,
28.7816,40.1395,41.3999,
21.9581,44.8576,41.0706,
18.2439,46.7884,41.481,
10.3322,49.7086,40.7482,
6.18744,50.6705,41.3412,
1.95405,51.2855,40.4649,
-2.33886,51.5454,41.1422,
-6.66142,51.4448,41.4103,
-15.2736,50.1516,40.7801,
-19.5016,48.9606,41.7084,
-23.6367,47.412,41.1556,
-27.6485,45.5132,40.9075,
-31.5073,43.2739,41.9099,
-41.8808,34.6493,41.8179,
-44.8488,31.1963,41.8631,
-47.5311,27.4886,41.5675,
-49.9058,23.5499,41.47,
-51.9529,19.4058,42.1011,
-53.6547,15.0837,42.388,
-54.9957,10.6124,41.8585,
-55.9628,6.0222,42.3424,
-56.5456,1.34442,41.5407,
-56.7362,-3.38864,42.2438,
-55.9227,-12.8882,41.5397,
-54.9167,-17.5874,42.2667,
-51.7229,-26.7168,42.8487,
-49.5502,-31.0804,41.5689,
-47.0084,-35.2667,42.3166,
-44.1121,-39.2444,42.1955,
-40.8783,-42.9835,41.6686,
-37.327,-46.4552,41.5286,
-33.4801,-49.6326,43.115,
-25.0002,-55.0055,42.3364,
-20.4224,-57.1569,43.0955,
-10.7428,-60.2975,42.2258,
-5.70639,-61.2573,41.8914,
-0.584581,-61.7953,41.8036,
4.58721,-61.9039,41.5232,
9.7729,-61.5784,42.7453,
14.9359,-60.8174,42.5547,
20.0397,-59.6225,42.5104,
25.0476,-57.9981,41.9406,
29.9233,-55.9521,42.2115,
34.6315,-53.4952,42.2214,
39.1372,-50.6413,42.3231,
43.4071,-47.407,42.0408,
47.4088,-43.812,41.1254,
57.5098,-31.098,41.1105,
60.1535,-26.3079,40.7528,
62.3972,-21.2928,41.6131,
65.6105,-10.723,40.4839,
66.5504,-5.23997,41.6161,
67.031,0.325238,41.6638,
67.0451,5.93408,40.8624,
65.6613,17.1255,41.0253,
62.4076,28.0183,40.7962,
60.0967,33.2546,41.3264,
57.3456,38.2997,40.9676,
46.6248,51.924,41.4467,
42.302,55.8481,41.5873,
37.6484,59.4115,41.1257,
32.6942,62.5861,40.6076,
22.0161,67.6703,40.6665,
-1.38473,72.2493,41.7149,
-13.4665,71.5569,41.1259,
-19.4557,70.4511,41.496,
-31.1187,66.7403,40.0724,
-42.0829,61.0985,41.1176,
-47.2023,57.592,41.8853,
-56.5264,49.3146,41.531,
-64.4005,39.5296,42.1406,
-74.8702,16.4914,41.6244,
-76.2567,10.2317,41.0689,
-77.1188,3.85539,41.7116,
-75.1835,-21.9254,41.7755,
-73.3517,-28.2129,41.6251,
-68.1208,-40.2833,42.0679,
-64.7513,-45.9789,41.313,
-60.9048,-51.3921,42.535,
-51.8793,-61.213,43.5874,
-29.3642,-75.8546,42.3988,
-16.469,-80.2166,42.9982,
-9.75994,-81.5829,41.7907,
10.8581,-82.2758,42.0849,
17.7349,-81.3534,42.7394,
24.5332,-79.8553,42.5298,
43.9768,-71.9946,41.7176,
49.9854,-68.3014,41.1843,
61.0284,-59.4347,41.3453,
70.5037,-48.7863,40.8537,
78.1245,-36.6328,40.806,
81.163,-30.0908,40.5062,
83.6528,-23.2965,40.4839,
87.2772,12.7915,41.1484,
75.7726,47.7868,40.5353,
71.7463,54.1,41.2735,
67.1933,60.0735,41.8961,
56.626,70.8276,40.228,
50.68,75.5279,40.2235,
44.3434,79.7283,40.4533,
37.6584,83.3964,41.0243,
23.4246,89.0234,40.9915,
8.36385,92.2242,41.2172,
-7.11084,92.8798,41.4061,
-22.5698,90.9417,41.1828,
-30.1576,89.0046,40.9275,
-37.5788,86.4336,40.2035,
-44.7806,83.2432,41.7864,
-51.7112,79.4521,41.8167,
-75.7498,58.8042,41.4946,
-80.6165,52.437,41.9254,
-91.8716,31.1004,42.1575,
-96.3025,15.4976,41.7472,
-98.0874,-0.715607,42.6234,
-97.9597,-8.91158,42.3868,
-93.4757,-33.1713,42.4821,
-90.6363,-40.9581,42.6741,
-87.1476,-48.5017,42.4686,
-83.0305,-55.7479,42.6517,
-67.1841,-75.1888,42.491,
-60.8499,-80.7447,42.8055,
-54.056,-85.7664,42.2361,
-39.2724,-94.0588,42.3335,
2.23181,-103.274,42.1711,
10.8586,-103.002,41.3188,
19.4553,-102.008,43.1533,
52.3411,-90.9577,42.2435,
73.8118,-75.7487,42.1176,
80.074,-69.5141,41.6363,
85.8092,-62.7614,41.0531,
99.4427,-39.8588,41.4558,
105.217,-22.9063,41.6852,
108.432,3.89645,42.0916,
106.816,21.9611,41.3269,
104.877,30.8629,41.3948,
98.7868,48.0919,41.0844,
94.671,56.2965,41.2056,
89.8733,64.1486,40.8438,
84.4239,71.5916,40.6621,
78.3578,78.5714,40.6984,
71.7143,85.0369,41.5669,
64.5371,90.9402,41.1738,
56.8738,96.2374,41.2703,
48.7757,100.888,41.1014,
40.2971,104.857,41.247,
31.4957,108.113,41.4923,
22.4315,110.63,41.7061,
13.1665,112.386,40.9759,
3.76469,113.366,40.994,
-33.8995,109.39,41.9283,
-51.8426,102.729,41.5085,
-60.3658,98.2845,42.6072,
-68.5079,93.1327,42.5253,
-76.2102,87.306,43.1593,
-90.0746,73.783,41.4577,
-96.1348,66.1754,42.0572,
-101.552,58.07,41.8379,
-106.286,49.5212,42.5834,
-116.045,21.8053,43.0486,
-117.73,12.0873,42.5955,
-116.259,-27.3924,42.5208,
-110.599,-46.5322,43.5875,
-96.2808,-72.9699,43.1764,
-90.0686,-80.9218,43.2122,
-83.1993,-88.3446,43.0099,
-67.6748,-101.39,42.6161,
-40.7264,-115.765,42.2451,
-21.0277,-121.459,42.7449,
-10.8573,-123.061,42.9049,
-0.56616,-123.811,42.3998,
20.0924,-122.724,42.5769,
40.3718,-118.199,42.2586,
85.7237,-92.7094,43.1421,
93.3523,-85.4278,42.209,
112.324,-60.0308,44.3185,
117.186,-50.5702,42.5879,
128.708,12.026,42.0123,
122.489,43.8044,41.8993,
118.661,53.9719,43.037,
113.989,63.8054,42.1094,
79.1819,105.606,42.4547,
70.2511,112.068,41.2803,
50.8719,122.682,41.3064,
40.5549,126.754,43.152,
-14.4221,133.67,42.7105,
-25.5624,132.271,41.22,
-36.5694,129.943,42.0295,
-57.8751,122.557,41.8921,
-77.7368,111.69,42.4062,
-86.9472,105.034,46.0378,
-95.5877,97.6178,43.1004,
-110.913,80.7072,42.9045,
-117.485,71.3254,42.9684,
-123.264,61.4086,42.618,
-135.431,29.1377,46.411,
-137.658,17.7858,44.4325,
-138.933,6.26516,42.9276,
-139.243,-5.34432,43.6353,
-138.584,-16.9619,43.7906,
-136.955,-28.5066,43.3001,
-134.364,-39.8973,44.0135,
-130.825,-51.0539,44.2841,
-126.36,-61.8977,43.5209,
-120.996,-72.3516,42.6933,
-107.713,-91.7946,43.4302,
-99.8811,-100.644,43.5688,
-91.3219,-108.825,43.6819,
-72.2553,-122.95,43.4179,
-61.8764,-128.788,42.534,
-51.0261,-133.75,42.6153,
-39.7786,-137.798,43.3597,
-28.2109,-140.9,42.3535,
-16.4025,-143.031,40.1978,
7.60851,-144.312,37.8321,
31.5885,-141.574,38.461,
